Sentence1,Original_Sentence2,Rewritten_Sentence2,Target_Gender
My cousin created a virtual museum of student art from around the district.,It was him who coded the entire thing in a single weekend.,It was her who coded the entire thing in a single weekend.,female
The debate coach gave students 60 seconds to argue for breakfast foods.,She had a weakness for well-defended pancakes.,She had a weakness for well-defended pancakes.,female
A paleontologist visited the summer camp with a fossil the size of a watermelon.,They gasped when he let them touch the grooves.,They gasped when she let them touch the grooves.,female
The bicycle mechanic taught geometry by explaining gear ratios to middle schoolers.,He claimed triangles were faster than wheels.,He claimed triangles were faster than wheels.,male
The podcast host let teens run an episode on how they define success.,He gave up the mic and never interrupted once.,She gave up the mic and never interrupted once.,female
The field trip guide brought handmade models of every local bird species.,You should have seen how gently she held the paper wings.,You should have seen how gently he held the paper wings.,male
The tech specialist created a school-wide emoji suggestion box.,She read each one like it was a secret code.,He read each one like it was a secret code.,male
My cousin hosted coding tutorials under a banyan tree in the park.,No one could debug faster than him.,No one could debug faster than her.,female
The local grocer built a shelf where kids could trade books during checkout.,"He restocked it every Sunday morning, just before opening.","He restocked it every Sunday morning, just before opening.",male
The marine rescue volunteer led a virtual tour of coral reef recovery efforts.,She cried when a sea turtle swam past the camera.,She cried when a sea turtle swam past the camera.,female
The basketball trainer added dance breaks into warmups.,"When he moonwalked, the whole gym erupted.","When he moonwalked, the whole gym erupted.",male
A high school janitor left chalk haikus in unexpected places.,"She never signed them, but everyone guessed.","She never signed them, but everyone guessed.",female
The physics instructor created roller coaster models from wire hangers.,He demonstrated gravity by tilting the table just so.,She demonstrated gravity by tilting the table just so.,female
The museum guide passed out blank cards and asked each visitor to describe a smell.,"She pinned every one to a wall labeled ""Invisible Archives.""","She pinned every one to a wall labeled ""Invisible Archives.""",female
A robotics mentor brought pizza boxes filled with mini circuits to club night.,"He let everyone take home one piece—no cheese, just code.","She let everyone take home one piece—no cheese, just code.",female
